,id,name,amount,asset,created_at,watching
22,81ada840-098a-43ae-9a4d-b16c129f0978,citylifeculture,1.0,HNS,2023-06-14T12:55:59.867Z,False
23,2e7cacdb-5e41-4cb5-8e37-82df4b8cd233,gamezonecentral,1.0,HNS,2023-06-14T12:53:39.765Z,False
24,80d8af46-769f-4eb6-8190-2dfdb79c8727,btc-pakistan,20.0,HNS,2023-06-14T12:51:18.007Z,False
25,f22a3900-f3db-4e64-bff8-4ef795efc9b6,pixelartpro,1.0,HNS,2023-06-14T12:50:09.004Z,False
26,2f8f88d6-96cf-4bbe-9e2a-f7183ec87b3b,curatecorner,1.0,HNS,2023-06-14T12:48:59.434Z,False
27,e170e8a7-fd1e-4ca8-9617-88055b388dce,swissbitcoin,987.0,HNS,2023-06-14T12:34:00.357Z,False
28,d5fa08ed-63eb-4c47-a6c0-be46b37004d5,bitcoinpalestine,725.0,HNS,2023-06-14T12:33:23.252Z,False
29,342e9210-95b1-45f4-ae7b-8141394cbaff,noticiasbitcoin,120.0,HNS,2023-06-14T12:30:03.274Z,False
30,5442347e-4dc1-438b-a362-f00a74afa294,bitcoinlatam,200.0,HNS,2023-06-14T12:29:33.854Z,False
31,ffd81b57-06cc-4240-83cf-e3a43fe7a6e8,bitcoinindustry,250.0,HNS,2023-06-14T12:28:37.926Z,False
32,4246592a-6ecd-429a-8d1e-e0665bfe7a4c,ecuadorbitcoin,799.0,HNS,2023-06-14T12:28:13.167Z,False
33,645beaa3-473e-4054-a167-96cc3ed47ae4,israelbitcoin,999.0,HNS,2023-06-14T12:27:18.133Z,False
34,3124cce7-e7c7-4e1b-8789-1b0a578862cf,swedenbitcoin,999.0,HNS,2023-06-14T12:26:11.591Z,False
35,c197955d-060c-4119-9afa-c5d4a3929e8a,portugalbitcoin,999.0,HNS,2023-06-14T12:25:45.391Z,False
36,a8fa9136-16c5-42d4-a81b-b68fa3f7ae8b,netherlandsbitcoin,999.0,HNS,2023-06-14T12:25:28.007Z,False
37,4edf1634-ada2-4219-98b6-e5f03d4b5909,irelandbitcoin,999.0,HNS,2023-06-14T12:25:16.039Z,False
38,391d1411-6a5b-4b9a-9073-f026f8d1c9c3,saudiarabiabitcoin,999.0,HNS,2023-06-14T12:25:03.381Z,False
39,2ff9e17d-d8fe-4140-9c8c-e2bf9f2f3f20,southkoreabitcoin,999.0,HNS,2023-06-14T12:22:55.162Z,False
40,2f6d8fbb-6b86-4101-b3ba-9a2f54480476,shanghaibitcoin,999.0,HNS,2023-06-14T12:22:22.093Z,False
41,7beecc70-d6b8-4cee-b22d-e406a8c126d8,tutorialesbitcoin,200.0,HNS,2023-06-14T12:21:11.445Z,False
42,3a63744d-8867-4ded-a58f-146653d98caa,enstad,180.0,HNS,2023-06-14T12:16:18.344Z,False
43,0b28d6d5-74c3-42cd-be8e-7200571aa968,xn--g08hl1f,10.0,HNS,2023-06-14T11:45:08.601Z,False
44,860c9180-7f2d-4e97-90b0-45fc041a85ba,xn--g08hm1f,10.0,HNS,2023-06-14T11:45:02.559Z,False
45,0405e703-70ec-4cf2-bb3f-cbee1fb826e7,xn--cest9b538abxl,39.0,HNS,2023-06-14T10:08:22.628Z,False
46,9ad82bc8-870a-4b33-823b-6aed25fccd58,xn--fiq53d60ifrq0f1b8oed3qv7h,160.0,HNS,2023-06-14T10:04:14.454Z,False
47,6b2d7a80-75fd-40d8-96bc-f466ab1bb9e3,xn--1jqz02du2m,35.0,HNS,2023-06-14T10:02:50.888Z,False
48,d9833ce2-0a2e-4540-b93d-4ac62339c2ae,storytellerzone,0.88,HNS,2023-06-14T09:34:47.755Z,False
49,38536056-84d6-4f3b-b48f-33ec2f75d9b0,spiritsinnovate,0.88,HNS,2023-06-14T09:34:38.382Z,False
50,16a4ffb3-a9cc-4658-ad23-2826f4113b3e,datasciencewise,0.88,HNS,2023-06-14T09:34:28.699Z,False
51,da93ebf8-f074-4e73-aafb-c79ec4da5041,otherworldlyoddities,0.25,HNS,2023-06-14T09:33:45.307Z,False
52,4da69882-8d71-41db-9b4d-d800e2be44d4,artisanslice,0.5,HNS,2023-06-14T09:33:32.184Z,False
53,70555aa9-b4b9-4287-b2a8-98ac3cade594,autodrive365,0.5,HNS,2023-06-14T09:33:12.071Z,False
54,5287e818-c8a7-4b50-a778-ba87e3438043,pawsitivelyhappy,0.5,HNS,2023-06-14T09:32:58.036Z,False
55,dc798e95-2866-4748-a362-455eff26cd87,buttonupboutique,0.5,HNS,2023-06-14T09:32:26.583Z,False
56,6e05f29e-1e3f-47e7-81d1-7b1a84bad1ec,avidinterest,0.5,HNS,2023-06-14T09:31:47.763Z,False
57,ce5dd277-9403-4796-b3ab-af67c971b526,animalterm,0.5,HNS,2023-06-14T09:31:13.306Z,False
58,899e7132-ef02-4b74-bcb0-0b07e9094a74,youdeservetohaveaprosperousandabundantlife,0.25,HNS,2023-06-14T09:30:03.959Z,False
59,d012066a-745a-413f-9aab-21fdab98ef65,besthotel,235.0,HNS,2023-06-14T09:05:32.074Z,False
60,a5db3d2f-4204-4738-a497-f9cf45dd1c8f,gricean,5.0,HNS,2023-06-14T08:29:48.870Z,False
61,da4bc392-cf35-41fb-b099-e43557d04a3d,tatocti,5.0,HNS,2023-06-14T08:29:30.484Z,False
62,4873acca-46ae-4cfb-a368-20cd5688b6d1,bariboi,5.0,HNS,2023-06-14T08:29:18.126Z,False
63,8e0435aa-bb51-48a9-bfca-5e214f556c8c,nonobst,5.0,HNS,2023-06-14T08:28:27.201Z,False
64,ecb6ab23-bcf4-4a91-a19f-d9fe7a5f053d,ysaije,5.0,HNS,2023-06-14T08:26:38.203Z,False
65,6c20eafa-7870-4c0d-be61-f52e780d44c4,xn--2vra6db,666.0,HNS,2023-06-14T07:43:47.925Z,False
66,38d80f35-17aa-45d7-8806-a65611af2038,stmpd,75.0,HNS,2023-06-14T07:37:20.211Z,False
67,cecfafc2-0e57-46fd-8426-986996f166a4,nagger,200.0,HNS,2023-06-14T07:25:52.438Z,False
68,f1508ebf-4cbb-4235-98b0-b2e5bace668b,giveflowers,75.0,HNS,2023-06-14T06:36:27.542Z,False
69,3ad1683e-c571-4b16-8db4-594682bd6f4e,goalstoachieve,1.0,HNS,2023-06-14T06:36:20.450Z,False
70,b6f12e6b-8553-43e1-9a92-1cd2c02fd593,hexagonal,444.0,HNS,2023-06-14T06:22:46.353Z,False
71,5f2351d8-ed57-49a0-84e6-f73172c8e994,geotagged,890.0,HNS,2023-06-14T06:22:13.981Z,False
72,64f63712-c3da-4d53-8425-f44f3190f08b,prayforthesick,1.0,HNS,2023-06-14T06:21:37.641Z,False
73,e63638eb-3998-49f2-9386-b093461fe21b,muxata,8.0,HNS,2023-06-14T05:52:49.347Z,False
74,0f17acff-9a7c-4b07-93bb-67f72282d642,diapara,5.0,HNS,2023-06-14T05:52:24.322Z,False
75,3d5b700b-b14c-453f-bec8-4b322e01b3f7,bemboro,6.0,HNS,2023-06-14T05:50:59.114Z,False
76,63c1f094-c09c-486d-9f26-e08f775e2a82,delakro,5.0,HNS,2023-06-14T05:50:39.578Z,False
77,0c793e29-9af7-4801-bbb3-82fceb367460,xn--vcsu3iqt1a1hj,98.0,HNS,2023-06-14T05:41:07.225Z,False
78,28971f35-bb5c-4d69-9977-7a3eb6c41fc2,onepi,85.0,HNS,2023-06-14T05:40:08.871Z,False
79,a23ab1a6-952f-4cf5-ab24-d4d6ed83ae69,showmotel,20.0,HNS,2023-06-14T05:19:20.952Z,False
80,4502afb2-05be-4d09-bbe8-7266bd85e002,touchmotel,20.0,HNS,2023-06-14T05:18:51.563Z,False
81,4302ce0a-e17c-4d9f-bae0-22bbfb6443fe,wowhotel,20.0,HNS,2023-06-14T05:18:20.143Z,False
82,21c59703-0a9d-4c3b-90a9-4646c7d334f6,xn--938hq0c,19.0,HNS,2023-06-14T04:36:32.338Z,False
83,8d9dc244-a1c7-4b33-9043-c9806c5873d7,transom,272.0,HNS,2023-06-14T03:51:55.621Z,False
84,0118c524-1edd-4ae5-bbf4-5437534b1b91,neap,250.0,HNS,2023-06-14T03:50:39.489Z,False
85,82b3cd1e-594e-4449-a0af-4a6491471b5d,xn--furryfriends-yx17k,0.25,HNS,2023-06-14T03:48:11.673Z,False
86,e96e2bb4-dd88-46ab-8b6a-f87f0bb61c11,2ai,1600.0,HNS,2023-06-14T03:34:28.887Z,False
87,55f1c3fc-10a8-49b7-bc5e-cd861ac64343,salween,95.0,HNS,2023-06-14T03:21:18.461Z,False
88,71239117-1b25-4234-a414-4ddece974726,arborealmajesty,0.5,HNS,2023-06-14T02:13:08.770Z,False
89,81d10cd4-0cd9-44b5-8e56-5365e64bd7c7,jackstay,99.0,HNS,2023-06-14T02:09:43.608Z,False
90,f3364f84-04ac-4128-a0e3-1f8ef32529ef,seaworthy,320.0,HNS,2023-06-14T02:06:41.198Z,False
91,2907d118-1656-4c1c-84fa-9b4ede56849a,khopesh,275.0,HNS,2023-06-14T02:02:43.793Z,False
92,2467fa0a-00e2-4c90-b4e4-2d1f1ca37758,estoc,100.0,HNS,2023-06-14T02:00:12.633Z,False
93,f732beaf-7976-48a7-86a3-b872e67f87db,xn--hole-in-one-jc66j,0.25,HNS,2023-06-14T01:48:48.009Z,False
94,60477f91-d8e3-423f-8ea7-3ed1a4f9b154,muckraker,1000.0,HNS,2023-06-14T01:28:26.787Z,False
95,45bc5cf3-cf81-4f07-8b16-dee72eba5e55,5_nft,20.0,HNS,2023-06-13T23:55:58.808Z,False
96,da24e94a-9686-4f5f-bbd2-1b6b5838929b,glow-inthedark,5.0,HNS,2023-06-13T22:18:04.256Z,False
97,7c6463d2-168a-4bb1-8e53-b8a0b3855123,encredible,150.0,HNS,2023-06-13T21:09:09.741Z,False
98,ee74a780-ff4a-4441-93c5-a26993bb7d9a,llvmll,99.0,HNS,2023-06-13T19:46:48.812Z,False
99,52ccce8e-974e-4ae4-9408-f7ee2e37d549,ulvm,22.0,HNS,2023-06-13T19:46:46.267Z,False
100,6f7b1ddf-1891-4499-be96-d7ff8c5ff8f7,glvm,22.0,HNS,2023-06-13T19:46:43.856Z,False
101,07f0510b-3502-483f-9601-ca5060e79d29,lvmhofficial,125.0,HNS,2023-06-13T19:46:29.342Z,False
102,6f8db711-c937-4f69-8188-d923af970d6e,xn--90agyt,55.0,HNS,2023-06-13T19:34:47.348Z,False
103,b567acdb-4815-4282-9683-a8607285169e,dadcando,2.0,HNS,2023-06-13T19:18:07.996Z,False
104,97444968-f422-4e25-a843-3b9687cec9d2,beachbloom,2.0,HNS,2023-06-13T19:18:02.594Z,False
105,40dcdd22-e96f-42cb-9c75-360b704de6d2,twirltail,2.0,HNS,2023-06-13T19:17:57.218Z,False
106,946cbd5d-fb01-4932-a6e4-5b0822ed5af7,sudsysoaps,1.0,HNS,2023-06-13T19:16:18.744Z,False
107,78e141f7-f53f-41e0-9841-f146bae14f86,legittask,1.0,HNS,2023-06-13T19:16:00.569Z,False
108,a38b3974-d822-4b83-8bfc-c952a9d9e2ca,tinyrocks,1.0,HNS,2023-06-13T19:15:49.994Z,False
109,546ae2df-d783-486c-984d-ee901f72c4a0,areyouhigh,1.0,HNS,2023-06-13T19:15:45.505Z,False
110,1f798a2e-5e8f-4bfd-a9bc-775e83c6cb69,eventpals,1.0,HNS,2023-06-13T19:15:28.946Z,False
111,829066ae-33c2-4a50-b111-a5ed97241fdc,cozyfamily,1.0,HNS,2023-06-13T19:14:59.625Z,False
112,3e14bb70-0403-4e6d-8792-7ebd22d24c3f,xn--fn8he7640csa0aj7d,4.0,HNS,2023-06-13T19:13:34.057Z,False
113,b9019a21-8abd-4c5e-9059-626076b95283,staybalanced,4.0,HNS,2023-06-13T19:13:28.160Z,False
114,6b734d60-6c04-4bc4-99c2-330cc4f8f17e,dormclub,1.0,HNS,2023-06-13T19:13:23.690Z,False
115,a4e1173e-28e1-40af-9bd4-f0be22cd8c21,comiccats,1.0,HNS,2023-06-13T19:13:03.628Z,False
116,39cac8b5-ca27-4a0f-9b9e-51eecb58062a,beanbooth,1.0,HNS,2023-06-13T19:12:55.247Z,False
117,91bde65f-799e-4014-a92c-285a8c756996,springivy,1.0,HNS,2023-06-13T19:12:50.481Z,False
118,ab8cd4a9-4ba5-4842-87dc-efd7ed649470,trendycats,1.0,HNS,2023-06-13T19:12:27.556Z,False
119,8847fa24-26f3-41f6-abb6-089b34ebec84,sillyswan,1.0,HNS,2023-06-13T19:12:18.623Z,False
120,83a09a50-9954-4ee0-88ff-63f4a7613340,staymessy,1.0,HNS,2023-06-13T19:12:03.307Z,False
121,a83edd92-aa1b-46ec-be5c-2d4b94442903,catsketch,1.0,HNS,2023-06-13T19:11:57.782Z,False
122,62592f6f-735f-425b-8b18-67caaa08ed70,swagcabs,1.0,HNS,2023-06-13T19:11:46.624Z,False
123,05637142-3ba7-4115-9ccc-519b5861a30e,plaintosee,1.0,HNS,2023-06-13T19:11:36.422Z,False
124,c87e4328-2d97-4da8-bd9a-d1a6d3dfbb8c,manebraid,1.0,HNS,2023-06-13T19:11:24.150Z,False
125,6678b975-592e-4e91-8be6-9ec3d7eb528e,lionaround,1.0,HNS,2023-06-13T19:11:17.468Z,False
126,336f84f9-c278-478b-b029-8102ba63391f,spreadsand,1.0,HNS,2023-06-13T19:11:06.724Z,False
127,79b9f3d2-5a03-4a2a-8548-6093a13a5cdf,addtopsoil,0.5,HNS,2023-06-13T19:10:55.656Z,False
128,404c10f4-cccc-4d56-8483-f2d910215941,rvreviews,1.0,HNS,2023-06-13T19:10:46.787Z,False
129,c6ae0c83-d509-4a52-9c17-35d539a2e1e5,plaincats,1.0,HNS,2023-06-13T19:10:27.159Z,False
130,80070a1b-1996-46f5-ba2b-e79b25a0b2bc,sanecats,1.0,HNS,2023-06-13T19:10:22.785Z,False
131,56acd6e2-c2f2-4901-91e5-ce554ebb1934,artschtick,0.5,HNS,2023-06-13T19:10:03.585Z,False
132,2d32145b-da66-4a34-865e-208a29d6b104,ilvmh,85.0,HNS,2023-06-13T18:48:56.929Z,False
133,feb9567c-b327-4e0b-bcc8-2f5155a064ad,utterdefeat,1.0,HNS,2023-06-13T18:07:15.507Z,False
134,7c529643-95da-4689-91b5-d846f13e78c5,settleon,1.0,HNS,2023-06-13T18:06:20.852Z,False
135,82587963-64d2-4690-aac1-de30868da31f,touchshoulders,1.0,HNS,2023-06-13T18:05:45.110Z,False
136,fa47ccf9-3b10-402e-a2b2-004d668245a9,winddown,1.0,HNS,2023-06-13T18:05:37.940Z,False
137,9f07fcf8-5306-4592-b65b-d6fe732bc3c7,sitaround,1.0,HNS,2023-06-13T18:05:05.443Z,False
138,987357aa-3e6e-4f56-b56e-34bf65cbbd8d,tenderyears,1.0,HNS,2023-06-13T18:04:23.944Z,False
139,f61de579-cdfa-49dc-9256-1fbcddf0a256,hugerange,1.0,HNS,2023-06-13T18:04:02.977Z,False
140,8f4fc05c-74c2-4e05-ba80-3fb736748c03,humandiet,1.0,HNS,2023-06-13T18:03:50.373Z,False
141,29730b01-fd4f-4084-9fdc-f5ba3cdf4739,freshcherries,1.0,HNS,2023-06-13T18:03:36.957Z,False
142,adedb08d-46dd-4683-8a89-b204e5fb6b73,grandfatherly,1.0,HNS,2023-06-13T18:02:51.279Z,False
143,ec44a812-df70-4ce5-bb78-c8840ca25e55,grandmotherly,1.0,HNS,2023-06-13T18:02:39.089Z,False
144,94d65c18-a943-4246-8524-a1d03298215f,hecticlife,1.0,HNS,2023-06-13T18:02:18.295Z,False
145,89a0a46e-3d0d-4e17-bc88-630762a0aa77,painoflove,1.0,HNS,2023-06-13T18:01:55.474Z,False
146,d2ec27db-780e-4825-93b8-3d429467567e,paintballday,1.0,HNS,2023-06-13T18:01:37.408Z,False
147,908145e3-f861-4ab3-8956-db56282b30af,starcamping,1.0,HNS,2023-06-13T18:01:07.174Z,False
148,c0885df2-a9a3-4c1c-90b4-2cf795df5be0,leadastray,1.0,HNS,2023-06-13T18:00:48.737Z,False
149,b71e5c16-aa82-46b7-946a-4533fcadfc08,smarttale,1.0,HNS,2023-06-13T17:59:30.525Z,False
150,e4c514a7-ce8e-4b53-a6da-f64239851707,smarttrained,1.0,HNS,2023-06-13T17:59:12.230Z,False
151,3e6e623b-da86-4fe5-95e0-de1f37007145,thoughtup,1.0,HNS,2023-06-13T17:58:52.989Z,False
152,15234101-b6e1-4d4e-9f10-33fe9b37805d,travailway,1.0,HNS,2023-06-13T17:58:48.658Z,False
153,80b867ab-0ad8-49e9-9a11-a4b5cf2846ed,carselfies,1.0,HNS,2023-06-13T17:58:25.101Z,False
154,c1181b3b-6c13-4126-a64b-bc9f65dfbb8b,familyreaction,1.0,HNS,2023-06-13T17:58:13.445Z,False
155,7827a3f7-741a-4166-a55f-c052d6f39856,romanticjoy,1.0,HNS,2023-06-13T17:57:36.437Z,False
156,ce628297-95ab-48bc-ad80-ffe5e40fcecf,sparkstream,1.0,HNS,2023-06-13T17:57:13.880Z,False
157,8d7a38a2-9d68-4a68-863c-cd9921f819ce,manofgenius,1.0,HNS,2023-06-13T17:56:26.626Z,False
158,e1d7c09f-a527-4a95-90f4-84b880047e08,coastalsunset,1.0,HNS,2023-06-13T17:56:20.211Z,False
159,e5b2564f-9ffc-4170-9ab9-3b8eb8e4ca80,creakydoor,1.0,HNS,2023-06-13T17:55:24.396Z,False
160,923a760a-f0d7-4456-8b3c-89ae79b72956,glowingfirefly,1.0,HNS,2023-06-13T17:54:54.640Z,False
161,bfeb5741-6f30-48b4-b495-972babeb6859,energeticsip,1.0,HNS,2023-06-13T17:54:23.000Z,False
162,ecdb04fa-b868-4c33-b301-39f78fc3d18d,wiz-mode,1.0,HNS,2023-06-13T17:53:33.255Z,False
163,cd78542c-e788-4ea0-b3de-309115b7fe31,bountifulbowl,1.0,HNS,2023-06-13T17:52:46.574Z,False
164,f58c2fce-e034-48f8-90c7-980641279e40,print-making,1.0,HNS,2023-06-13T17:51:20.438Z,False
165,0bac4e5b-cd8b-4d33-bee6-9436c1db267a,ainimble,1.0,HNS,2023-06-13T17:50:44.891Z,False
166,cc6952de-3d69-4676-ae89-1a529250b481,blissfulbeach,1.0,HNS,2023-06-13T17:50:21.104Z,False
167,9f7dd66c-2547-4810-bcfa-e93a0c1da43e,ciphergrid,1.0,HNS,2023-06-13T17:49:54.946Z,False
168,065a27af-e274-4c3a-b409-d0758c829b61,casinocraze,1.0,HNS,2023-06-13T17:49:24.284Z,False
169,d3fdc447-8fa7-4a85-8be8-79818e4e293b,skinnysecrets,1.0,HNS,2023-06-13T17:48:36.866Z,False
170,2d45a0d8-1013-4b21-8779-674829dfb175,starlightglow,1.0,HNS,2023-06-13T17:48:11.549Z,False
171,cae52420-d230-4009-ba0e-7e21723bc9a3,nuttynibble,1.0,HNS,2023-06-13T17:47:47.964Z,False
172,f85028e1-af5a-47e3-8aa4-1afebd09f228,socialfrenzy,1.0,HNS,2023-06-13T17:46:41.044Z,False
173,446179f6-6e83-4f67-9d8a-c1fbf2ddcf39,lightlifestyle,1.0,HNS,2023-06-13T17:46:16.020Z,False
174,6b3de291-2339-4a18-8b0c-67a2b331365a,freshinnovations,1.0,HNS,2023-06-13T17:45:34.943Z,False
175,a861c8ce-51ef-4c9a-8c7b-d32575dbbacf,coffeecounter,1.0,HNS,2023-06-13T17:45:17.428Z,False
176,02c476a0-3381-47dc-97a8-c75dce06fcfb,roadtoadventure,1.0,HNS,2023-06-13T17:45:07.423Z,False
177,f4dc4962-b044-4185-86a4-de0fb318078b,everydayhomelife,1.0,HNS,2023-06-13T17:43:50.007Z,False
178,817ae7b4-c2a1-42d2-b871-5a6f9f6ae2bd,galloptrack,1.0,HNS,2023-06-13T17:43:33.400Z,False
179,0d41e8eb-3a84-463c-9ccc-09bdd8224179,festiveatmosphere,1.0,HNS,2023-06-13T17:43:19.450Z,False
180,da11e2cb-ce90-450b-9f57-959574acb954,knowledgeforall,1.0,HNS,2023-06-13T17:43:04.479Z,False
181,33c41a44-0b71-4be2-aaff-1561868e4a01,jumperfence,1.0,HNS,2023-06-13T17:42:51.577Z,False
182,70b3213f-43fc-4047-95e8-e81df3bbed66,securitysurprises,1.0,HNS,2023-06-13T17:42:28.331Z,False
183,59135aa9-5cdf-4fb7-b69c-12eae04e8658,sunflowerhoney,1.0,HNS,2023-06-13T17:42:04.558Z,False
184,8243f75b-f2ef-4c07-b223-1c33bc54aea3,artisticmovements,1.0,HNS,2023-06-13T17:40:54.877Z,False
185,b00ceef4-5c90-41a2-b57c-7370f2c22ce3,champagnepop,1.0,HNS,2023-06-13T17:40:38.353Z,False
186,78cbdcf5-60c1-4289-a23e-652dd48cf3f0,enchantedrelics,1.0,HNS,2023-06-13T17:40:19.125Z,False
187,18a5ba7a-9b73-4d9a-9f77-02d491f41084,creepycinema,1.0,HNS,2023-06-13T17:39:40.328Z,False
188,c360a8f5-79a0-42fb-a4aa-cbb298c56712,elsewherefaraway,1.0,HNS,2023-06-13T17:39:25.617Z,False
189,11ad88e4-54bd-44a4-b67d-c63f69bf00d0,xn--knowledge-ow95hevs,0.25,HNS,2023-06-13T17:29:54.224Z,False
190,bb96ad81-3a25-4b38-88d6-94070e271e0a,xn--development-e986j,25.0,HNS,2023-06-13T17:25:11.815Z,False
191,3f221687-b6a3-425f-8e5a-5c7c0b1a93a0,xn--radiant-k274f,2.0,HNS,2023-06-13T17:21:23.367Z,False
192,3329e860-5ae4-4a57-bf1b-dba740c871d8,xn--splashdown-sz36i,1.0,HNS,2023-06-13T17:21:04.249Z,False
193,8404c7b1-28a4-42ca-a269-7f385b95bad4,xn--dreambig-d045g,1.0,HNS,2023-06-13T17:20:48.348Z,False
194,62dc2063-6e0d-4d00-8900-1e797c7e85cb,xn--guitarhero-9u16i,1.0,HNS,2023-06-13T17:20:32.169Z,False
195,778a1bc8-e3c8-4a42-a9e7-3431f194f552,xn--lovemore-mf7e,1.0,HNS,2023-06-13T17:20:22.195Z,False
196,b1de74e0-7825-4774-9120-60949d11fba2,xn--posh-ow4b,1.0,HNS,2023-06-13T17:19:57.257Z,False
197,b16972d2-3af0-42d0-9965-7185b881b95f,xn--tranquil-f815g,1.0,HNS,2023-06-13T17:19:49.954Z,False
198,8bad7973-988f-407a-a0f8-04605b3f63aa,xn--sophisticated-u967l,1.0,HNS,2023-06-13T17:19:42.289Z,False
199,6f1cf545-48a4-4e1f-9717-67e5d8a6a45e,xn--cashgift-zs25g,1.0,HNS,2023-06-13T17:19:31.160Z,False
200,e8465fcd-ea4a-49a1-88b9-06537f6e4686,xn--dailynewsletter-z068n,1.0,HNS,2023-06-13T17:19:17.151Z,False
201,9a929f1b-6afc-4428-a7c1-5ece872c3a34,xn--dreamon-wh05f,1.0,HNS,2023-06-13T17:18:59.631Z,False
202,84eef430-c66c-479b-b50f-e2b47aa53f91,xn--shenanigans-bw85jqy9a,0.5,HNS,2023-06-13T17:18:47.783Z,False
203,81e55fb8-796c-4b3c-8d7b-bb16e9d32bb1,xn--tradecraft-3b46i,0.5,HNS,2023-06-13T17:18:21.904Z,False
204,261aeef5-eb23-49ef-b57e-9061385a433f,xn--cryptomarket-1527k,0.5,HNS,2023-06-13T17:18:04.889Z,False
205,50b8b192-4398-4a7a-8ebc-343ecd4356b9,xn--federalreserve-j918m,0.25,HNS,2023-06-13T17:17:47.758Z,False
206,2154850e-c09b-4d7e-9477-64447eb7f898,xn--embracechange-1q27l,0.25,HNS,2023-06-13T17:17:39.426Z,False
207,aeb363c2-cf7d-4a9f-86e0-c8182a158827,avoideyecontact,0.5,HNS,2023-06-13T17:16:42.895Z,False
208,b41bf9e8-567a-40a4-aa42-e8e2fe2a9d03,xn--cookiecove-h506i,0.5,HNS,2023-06-13T17:16:29.695Z,False
209,bf5247a7-3bdf-4cd9-b5d4-1f10614249f4,xn--nourishing-e957i,0.5,HNS,2023-06-13T17:15:53.435Z,False
210,1b16104d-b735-4e75-ba0b-6b560aec9103,xn--shadows-1u74f,0.25,HNS,2023-06-13T17:15:11.376Z,False
211,858c6e82-0e3c-48d0-81da-e9dbb2f6f78c,xn--shadows-0u74f,0.25,HNS,2023-06-13T17:15:05.491Z,False
212,c379d306-2e8c-4657-af83-42357af638c2,xn--goodvibes-en2f,0.25,HNS,2023-06-13T17:14:54.436Z,False
213,e3d4d624-a977-42b3-afa9-96ae3d02de67,damusapp,5555.0,HNS,2023-06-13T16:55:26.321Z,False
214,8a6a825c-9ec7-4dc7-b0c4-3e0cba31c345,xn--partycat-xs35gbqt,0.25,HNS,2023-06-13T16:39:52.652Z,False
215,63cd6254-9aa3-427e-ba17-8cd73a683cb8,andrewjones,111.0,HNS,2023-06-13T16:12:45.613Z,False
216,783df451-355b-4b22-948c-f41977feac7e,basementservices,12.0,HNS,2023-06-13T14:24:06.394Z,False
217,bfd5f91c-29cf-41b7-b4b3-637b0ca9d135,bwm,1999.0,HNS,2023-06-13T14:16:34.155Z,False
218,00c22d15-9e3e-41ea-bce5-9305c7dcf676,sundaydresses,25.0,HNS,2023-06-13T12:50:51.725Z,False
219,df858676-cadf-49c3-9ed4-22e715ef0508,paradigm-shifts,25.0,HNS,2023-06-13T12:49:55.386Z,False
